participant_id,recording_identifier,scenario,original_interaction_duration,data_quality_flags,pedestrian_mean_path_deviation,pedestrian_median_path_deviation,pedestrian_maximum_path_deviation,pedestrian_progress_at_maximum_deviation,pedestrian_path_length,vehicle_mean_path_deviation,vehicle_median_path_deviation,vehicle_maximum_path_deviation,vehicle_progress_at_maximum_deviation,vehicle_path_length
PedNYC10,PedNYC10_scenario3,3,24.133911,,1.1426520002457279,1.2933438591772823,2.0694710711709194,46.0,19.03617336586213,11.177919176076614,12.65734859475324,18.62886620018914,8.0,47.39864502471536
PedNYC11,PedNYC11_scenario3,3,30.329101,,1.7034135343763364,1.8067025814822202,2.9320358001653966,53.0,20.154475287145793,8.136352956790162,8.975586743218528,12.201971608977557,75.0,84.4412375165656
PedNYC12,PedNYC12_scenario3,3,24.080567000000002,,0.8022495480324046,0.8423159134324159,1.4476914934672256,100.0,19.896084805041937,18.299495938767294,20.058354393216757,24.209621280433456,55.0,61.090914878204195
PedNYC13,PedNYC13_scenario3,3,24.867309999999996,,1.4440581090877742,1.4061212072599276,2.2531513797059435,23.0,18.876066401092046,6.817480580613692,7.249725857045415,12.825627059180823,2.0,62.182348260013185
PedNYC15,PedNYC15_scenario3,3,20.000488,,1.029564306587694,0.991566864629807,2.012463621804575,31.0,19.387144833565063,12.965235738655723,11.516735522730551,29.136404184469477,9.0,38.871961996724785
PedNYC16,PedNYC16_scenario3,3,46.084473,robust_outlier:vehicle_maximum_path_deviation,5.471376971194226,5.382687985362283,9.873778596458646,50.0,21.758862945861637,24.98491570747818,25.82344796740618,38.41703155208261,12.0,57.01618442721035
PedNYC17,PedNYC17_scenario3,3,36.542724,,2.1819993248855893,1.751363729986705,5.0704640650700314,66.0,22.55123616524217,7.176435410052628,4.513832680728106,25.554757936982156,6.0,98.3334004606718
PedNYC19,PedNYC19_scenario3,3,27.333984,robust_outlier:pedestrian_path_length,3.326946145908679,3.9784939463073568,5.161886086520094,80.0,14.323038777823516,6.959808881050924,6.579415702755114,15.288910034224738,66.0,79.9316201248263
PedNYC1,PedNYC1_scenario3,3,18.56836,,0.7994842455939013,0.6260179555228531,2.0460586633009163,95.0,16.517610370461444,11.054787663394055,11.025452171466313,20.85657923907402,4.0,46.08382618170857
PedNYC21,PedNYC21_scenario3,3,34.292725000000004,,1.5555275900291932,1.6060549610974197,2.874500346375507,25.0,21.37587132276691,8.559582153350656,8.26048687059641,14.759365468633698,0.0,93.92217400635583
PedNYC22,PedNYC22_scenario3,3,24.667237,,1.685925485833821,1.6173203218877914,2.784755578917986,76.0,19.59456136325482,9.415110245166428,10.532014949778832,13.235545647716416,11.0,54.125870918362644
